Player;Squad;Nation;Pos;Age;MP;Min;Gls;G-PK;Ast;xG;xAG;Gls/90;G-PK/90;Ast/90;xG/90;xAG/90;Competition;Sh;Sh/90;SoT/90;Passes%;ShortPasses%;MediumPasses%;LongPasses%;A-xAG;TklW/90;Blocks/90;Int/90;Tkl+Int/90;Clr/90;Touches/90;Dribbles/90;Dribbles%;SCA/90;GCA/90;Aerial%;Points/90;xGA;OG;PSxG;PSxG/SoT;PSxG+/-;GA;GA/90;Save%;CS%;SoTA/90;SoTA/GA;SoT/G;G-xG;PassesCompleted/90;PassesAttempted/90;ShortPassesCompleted/90;MediumPassesCompleted/90;LongPassesCompleted/90;TotDistPasses/90;PrgDistPasses/90;xA/90;KP/90;FinalThirdPasses/90;PPA/90;CrsPA/90;PassesProgressive/90;xGA/90;Recov/90;Fls/90;Fld/90;AerialW/90;xGD;xGD/90;MP_Squad
Pablo Ibáñez;Osasuna;ESP;MF;23;25;1064;0;0;1;1.3;0.8;0.0;0.0;0.08;0.11;0.07;La Liga;20;1.69;0.51;72.5;83.5;79.7;52.6;0.2;0.52;0.76;0.32;1.48;0.96;21.12;0.32;53.3;1.61;0.17;39.3;1.48;15.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.3;11.2;15.44;5.68;4.56;0.8;188.64;58.36;0.01;0.44;1.36;0.16;0.0;2.36;0.6;2.44;0.88;0.64;0.96;-13.7;-0.49;38
Kike;Osasuna;ESP;FW;32;35;1021;2;1;0;4.4;1.1;0.18;0.09;0.0;0.39;0.1;La Liga;41;3.61;0.97;68.4;83.8;62.5;37.5;-1.1;0.09;0.17;0.03;0.2;0.37;12.06;0.34;60.0;2.91;0.18;43.6;1.26;17.6;0;0;0;0;0;0;0.0;0;0.0;0.0;11.0;-2.4000000000000004;4.77;6.97;3.11;1.14;0.17;61.74;7.86;0.02;0.37;0.37;0.2;0.0;0.43;0.5;0.94;0.74;0.74;1.26;-13.200000000000001;-0.10999999999999999;38
Jon Moncayola;Osasuna;ESP;MF,DF;24;37;2448;1;1;3;2.0;1.8;0.04;0.04;0.11;0.07;0.07;La Liga;36;1.32;0.33;77.8;88.4;84.7;55.9;1.2;1.05;1.0;0.46;1.95;0.86;45.89;0.11;50.0;2.50;0.33;53.1;1.43;33.3;0;0;0;0;0;0;0.0;0;0.0;0.0;9.0;-1.0;30.7;39.49;11.7;13.95;4.76;617.32;212.7;0.06;0.73;4.59;0.59;0.27;4.73;0.9;5.03;0.95;0.46;0.46;-31.299999999999997;-0.8300000000000001;38
Diego Moreno;Osasuna;ESP;DF;21;11;638;0;0;0;0.4;0.2;0.0;0.0;0.0;0.06;0.02;La Liga;5;0.71;0.14;66.7;84.9;72.2;40.0;-0.2;0.36;0.64;0.45;0.82;1.91;35.36;0.27;27.3;0.99;0.00;38.5;1.45;10.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;19.64;29.45;8.18;8.73;2.36;345.91;119.55;0.03;0.27;1.55;0.27;0.09;1.27;0.98;3.0;0.27;0.36;0.45;-10.4;-0.9199999999999999;38
Iker Muñoz;Osasuna;ESP;MF;19;8;254;0;0;0;0.1;0.0;0.0;0.0;0.0;0.02;0.0;La Liga;2;0.71;0.35;81.1;88.6;82.9;73.5;0.0;0.0;0.25;0.38;0.5;1.0;16.75;0.12;50.0;1.07;0.00;66.7;1.25;6.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;11.25;13.88;3.88;4.25;3.12;253.12;66.0;0.0;0.0;1.25;0.0;0.0;1.5;0.79;1.88;0.62;0.5;0.75;-6.2;-0.77;38
Aimar Oroz;Osasuna;ESP;MF,FW;20;31;2013;3;2;6;3.6;2.8;0.13;0.09;0.27;0.16;0.12;La Liga;22;0.98;0.31;79.1;86.6;81.2;65.3;3.2;0.45;0.77;0.77;1.61;0.19;33.9;1.0;50.0;3.44;0.49;30.4;1.45;25.7;0;0;0;0;0;0;0.0;0;0.0;0.0;3.5;-0.6000000000000001;20.94;26.45;12.9;6.26;1.03;297.06;70.74;0.07;1.06;1.55;0.65;0.0;2.77;0.83;3.42;1.16;1.97;0.55;-22.099999999999998;-0.6699999999999999;38
Rubén Peña;Osasuna;ESP;DF,MF;31;20;1277;0;0;1;1.2;1.0;0.0;0.0;0.07;0.08;0.07;La Liga;12;0.85;0.14;69.7;89.3;70.9;36.2;0.0;0.9;1.15;0.85;2.45;1.55;40.7;0.95;59.4;1.48;0.21;42.4;1.45;17.8;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-1.2;21.6;31.0;11.65;7.8;1.7;343.1;153.1;0.07;0.5;1.85;0.6;0.35;3.05;0.89;4.7;1.3;0.7;0.7;-16.6;-0.81;38
Manuel Sánchez;Osasuna;ESP;DF;21;31;2124;0;0;2;0.8;2.1;0.0;0.0;0.08;0.03;0.09;La Liga;10;0.42;0.13;80.1;89.2;80.5;50.0;-0.1;1.13;1.06;0.45;2.1;1.65;44.68;0.52;39.0;2.58;0.17;40.5;1.35;30.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.8;29.55;36.9;17.35;9.74;1.71;440.35;149.0;0.1;0.9;2.32;1.13;0.68;3.23;0.98;4.06;0.84;0.32;0.48;-29.7;-0.95;38
Roberto Torres;Osasuna;ESP;FW,MF;33;2;11;0;0;0;0.0;0.3;0.0;0.0;0.0;0.0;2.13;La Liga;0;0.00;0.00;92.3;100.0;66.7;100.0;-0.3;0.0;0.0;0.0;0.0;0.0;7.0;0.5;50.0;16.36;0.00;0;3.00;0.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;6.0;6.5;2.5;1.0;1.5;111.5;25.0;0.1;1.0;0.0;0.0;0.0;0.0;0.05;0.5;0.0;0.0;0.0;-0.1;-0.05;38
Lucas Torró;Osasuna;ESP;MF;28;33;2477;1;1;0;1.4;0.3;0.04;0.04;0.0;0.05;0.01;La Liga;28;1.02;0.15;80.6;86.9;84.3;58.6;-0.3;0.97;0.73;1.27;2.73;1.94;44.21;0.33;52.4;0.87;0.04;63.2;1.30;30.2;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;-0.3999999999999999;28.48;35.33;15.03;10.61;2.06;458.82;123.94;0.01;0.27;2.42;0.0;0.0;2.97;0.92;5.58;1.94;0.94;2.61;-28.8;-0.87;38
Nacho Vidal;Osasuna;ESP;DF;27;20;1247;0;0;0;0.6;0.6;0.0;0.0;0.0;0.04;0.04;La Liga;9;0.65;0.14;75.9;88.3;79.4;43.9;-0.6;0.7;0.85;0.95;2.3;1.65;38.8;0.65;48.1;1.44;0.00;69.0;1.50;12.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.6;23.6;31.1;11.35;9.85;1.8;391.45;163.35;0.03;0.15;1.65;0.4;0.15;2.35;0.63;3.05;1.4;0.85;1.45;-12.0;-0.59;38
Iván Balliu;Rayo Vallecano;ALB;DF;30;37;3232;0;0;0;0.3;2.8;0.0;0.0;0.0;0.01;0.08;La Liga;6;0.17;0.03;76.9;90.7;77.9;50.2;-2.8;0.78;0.7;0.68;2.08;1.95;57.19;0.3;35.5;1.84;0.00;43.9;1.30;45.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.3;38.43;50.0;19.41;14.89;3.19;630.49;257.43;0.07;0.86;2.57;0.92;0.49;3.54;1.24;3.92;1.14;0.92;0.78;-45.400000000000006;-1.23;38
Bebé;Rayo Vallecano;CPV;FW;32;4;60;0;0;0;0.1;0.1;0.0;0.0;0.0;0.12;0.13;La Liga;4;6.00;0.00;55.3;88.9;52.9;57.1;-0.1;0.0;0.25;0.0;0.0;0.0;13.0;0.75;37.5;6.00;0.00;0.0;0.25;0.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;5.25;9.5;2.0;2.25;1.0;102.75;25.25;0.03;0.5;0.5;0.25;0.25;0.25;0.03;1.5;0.5;0.5;0.0;0.0;0.09;38
Sergio Camello;Rayo Vallecano;ESP;FW;21;38;2401;6;6;5;7.3;2.4;0.22;0.22;0.19;0.27;0.09;La Liga;76;2.85;0.71;78.0;82.5;80.8;71.4;2.6;0.26;0.24;0.05;0.47;0.68;20.58;0.47;39.1;2.32;0.26;35.5;1.29;36.2;0;0;0;0;0;0;0.0;0;0.0;0.0;3.17;-1.2999999999999998;10.74;13.76;6.18;3.32;0.53;152.16;19.29;0.04;0.74;0.39;0.34;0.0;1.11;0.95;1.66;0.32;0.5;0.71;-28.900000000000002;-0.6799999999999999;38
Catena;Rayo Vallecano;ESP;DF;27;35;3103;1;1;1;1.4;1.4;0.03;0.03;0.03;0.04;0.04;La Liga;14;0.41;0.15;82.5;87.9;92.0;67.1;-0.4;0.4;0.91;0.8;1.63;4.54;60.57;0.06;100.0;0.90;0.03;68.4;1.34;44.3;0;0;0;0;0;0;0.0;0;0.0;0.0;5.0;-0.3999999999999999;43.0;52.14;8.54;24.03;10.31;1047.89;438.0;0.02;0.2;3.83;0.09;0.0;3.4;1.27;5.17;0.91;0.43;2.29;-42.9;-1.23;38
Pep Chavarría;Rayo Vallecano;ESP;FW,MF;24;16;366;0;0;2;0.1;0.7;0.0;0.0;0.49;0.02;0.17;La Liga;2;0.49;0.00;70.8;84.4;78.9;44.4;1.3;0.25;0.5;0.12;0.5;0.5;14.31;0.44;43.8;4.68;0.49;72.7;1.75;4.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;7.88;11.12;4.06;2.81;0.5;120.81;46.44;0.03;0.69;0.44;0.5;0.12;1.19;0.29;1.69;0.69;0.25;0.5;-4.5;-0.26999999999999996;38
Pathé Ciss;Rayo Vallecano;SEN;MF,DF;28;32;1282;1;1;0;2.6;0.3;0.07;0.07;0.0;0.18;0.02;La Liga;20;1.40;0.35;82.1;84.3;88.9;72.9;-0.3;0.91;0.72;0.69;1.91;1.06;27.84;0.16;45.5;1.48;0.00;54.8;1.47;21.4;0;0;0;0;0;0;0.0;0;0.0;0.0;5.0;-1.6;17.97;21.88;7.06;8.53;2.19;346.06;95.69;0.01;0.19;1.97;0.12;0.0;2.03;0.67;3.16;1.19;0.41;1.06;-18.799999999999997;-0.49000000000000005;38
Santi Comesaña;Rayo Vallecano;ESP;MF;25;35;2451;3;3;2;2.5;2.2;0.11;0.11;0.07;0.09;0.08;La Liga;25;0.92;0.26;82.6;88.2;84.0;72.2;-0.2;1.26;1.11;0.91;2.94;0.49;44.11;1.0;60.3;3.20;0.18;42.1;1.20;34.9;0;0;0;0;0;0;0.0;0;0.0;0.0;2.33;0.5;29.26;35.43;15.23;10.77;2.37;474.23;143.77;0.06;1.17;3.89;0.49;0.06;4.29;1.0;4.94;1.4;0.8;0.91;-32.4;-0.91;38
Stole Dimitrievski;Rayo Vallecano;MKD;GK;28;37;3324;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;61.4;100.0;98.5;36.5;0.0;0.0;0.05;0.03;0.05;0.46;32.27;0.0;0;0.11;0.00;90.0;1.32;48.1;4;44.2;0.30;-0.8;49;1.33;67.6;24.3;3.76;2.84;0.0;0.0;18.65;30.38;3.19;8.95;6.49;546.19;399.24;0.0;0.03;0.57;0.0;0.0;0.0;1.3;1.08;0.0;0.08;0.24;-48.1;-1.3;38
Radamel Falcao;Rayo Vallecano;COL;FW,MF;36;27;616;2;1;0;2.9;0.1;0.29;0.15;0.0;0.42;0.01;La Liga;20;2.92;0.58;73.7;81.0;85.0;57.1;-0.1;0.15;0.19;0.07;0.22;0.37;10.04;0.07;12.5;1.46;0.00;46.9;1.11;10.5;0;0;0;0;0;0;0.0;0;0.0;0.0;4.0;-0.8999999999999999;4.56;6.19;3.0;1.26;0.15;60.19;7.81;0.01;0.11;0.26;0.04;0.0;0.52;0.39;0.7;0.59;0.52;0.85;-7.6;0.02999999999999997;38
Álvaro García;Rayo Vallecano;ESP;FW,MF;29;35;2870;5;5;5;3.6;5.7;0.16;0.16;0.16;0.11;0.18;La Liga;52;1.63;0.66;64.1;81.0;63.5;35.9;-0.7;0.8;1.17;0.97;2.37;0.69;38.49;0.6;40.4;2.98;0.44;60.0;1.31;40.0;0;0;0;0;0;0;0.0;0;0.0;0.0;4.2;1.4;18.97;29.6;10.94;6.11;1.31;291.31;85.97;0.14;1.37;0.8;1.17;0.77;2.03;1.14;5.26;1.03;0.91;0.34;-36.4;-1.0299999999999998;38
Francisco Garcia;Rayo Vallecano;ESP;DF;22;38;3407;2;2;3;1.2;1.6;0.05;0.05;0.08;0.03;0.04;La Liga;30;0.79;0.29;78.5;91.0;82.4;43.9;1.4;1.42;1.29;1.16;3.37;1.74;64.24;0.82;45.6;1.88;0.24;25.9;1.29;49.8;0;0;0;0;0;0;0.0;0;0.0;0.0;5.5;0.8;42.79;54.5;21.05;18.0;2.82;698.18;218.74;0.05;0.76;3.66;0.82;0.68;3.87;1.31;6.03;0.58;0.68;0.18;-48.599999999999994;-1.28;38
Mario Hernández;Rayo Vallecano;ESP;DF;23;3;103;0;0;0;0.1;0.0;0.0;0.0;0.0;0.05;0.0;La Liga;2;1.75;0.00;78.9;76.2;91.7;50.0;0.0;0.67;0.67;0.67;1.67;0.0;16.0;0.0;0.0;1.75;0.87;0.0;1.67;1.9;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;10.0;12.67;5.33;3.67;0.67;151.67;46.33;0.0;0.0;1.0;0.0;0.0;1.0;0.63;1.0;0.33;0.33;0.0;-1.7999999999999998;-0.58;38
Florian Lejeune;Rayo Vallecano;FRA;DF;31;31;2565;4;4;0;2.8;0.3;0.14;0.14;0.0;0.1;0.01;La Liga;41;1.44;0.49;78.3;87.0;90.9;55.1;-0.3;0.55;0.77;0.48;1.39;3.97;53.74;0.13;57.1;0.70;0.04;64.8;1.26;38.6;0;0;0;0;0;0;0.0;0;0.0;0.0;3.5;1.2000000000000002;35.81;45.71;8.0;20.42;7.13;838.87;332.77;0.01;0.26;3.84;0.16;0.03;2.58;1.25;3.97;0.74;0.29;1.9;-35.800000000000004;-1.15;38
Diego López;Rayo Vallecano;ESP;GK;40;2;96;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;75.9;87.5;100.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;14.5;0.0;0;0.00;0.00;0;0.00;1.8;0;1.7;0.33;-2.3;4;3.75;20.0;0.0;2.5;1.25;0.0;0.0;11.0;14.5;3.5;5.5;2.0;231.0;154.5;0.0;0.0;0.0;0.0;0.0;0.0;0.9;1.5;0.0;0.0;0.0;-1.8;-0.9;38
Unai López;Rayo Vallecano;ESP;MF;26;34;1254;1;1;2;1.3;1.4;0.07;0.07;0.14;0.09;0.1;La Liga;26;1.87;0.72;80.2;89.2;86.3;62.9;0.6;0.59;0.35;0.44;1.38;0.18;31.65;0.35;44.4;3.44;0.22;29.2;1.35;18.4;0;0;0;0;0;0;0.0;0;0.0;0.0;10.0;-0.30000000000000004;21.91;27.32;9.76;8.32;3.24;406.41;111.82;0.06;0.62;3.0;0.41;0.09;2.88;0.54;2.88;0.65;0.5;0.21;-17.099999999999998;-0.45000000000000007;38
Andrés Martín;Rayo Vallecano;ESP;FW,MF;23;9;205;0;0;0;0.5;0.5;0.0;0.0;0.0;0.21;0.21;La Liga;4;1.76;0.88;50.6;63.6;63.2;28.6;-0.5;0.22;0.22;0.11;0.56;0.22;11.33;0.33;50.0;2.61;0.00;71.4;0.67;2.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.5;4.33;8.56;2.33;1.33;0.44;69.22;19.22;0.02;0.11;0.11;0.33;0.22;0.44;0.27;1.78;0.56;0.33;0.56;-1.9;-0.060000000000000026;38
Diego Méndez;Rayo Vallecano;ESP;MF;18;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;50.0;50.0;0;0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;0.0;0;0.00;0.00;100.0;1.00;0.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;13.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;38
Abdul Mumin;Rayo Vallecano;GHA;DF;24;16;922;0;0;0;0.4;0.0;0.0;0.0;0.0;0.04;0.0;La Liga;6;0.59;0.10;76.7;89.0;89.1;45.5;0.0;0.56;0.81;0.56;1.25;2.25;30.81;0.31;55.6;0.59;0.00;41.9;1.25;13.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.4;18.69;24.38;4.56;11.25;2.81;401.5;123.44;0.01;0.06;1.12;0.06;0.06;1.19;0.84;3.38;0.44;0.5;0.81;-13.1;-0.7999999999999999;38
Pablo Muñoz;Rayo Vallecano;ESP;MF;18;2;12;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;100.0;100.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.00;0.00;0;2.00;0.3;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;11.5;7.5;0.0;0.0;0.5;0.0;0.0;0.5;0.15;0.0;1.0;0.5;0.0;-0.3;-0.15;38
Randy Ntekja;Rayo Vallecano;FRA;FW,MF;24;10;116;0;0;0;0.2;0.0;0.0;0.0;0.0;0.19;0.01;La Liga;4;3.10;0.00;75.4;74.2;95.2;50.0;0.0;0.2;0.2;0.2;0.6;0.3;9.5;0.1;14.3;3.08;1.54;55.6;1.40;2.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.2;4.9;6.5;2.3;2.0;0.3;75.2;15.5;0.01;0.1;0.7;0.1;0.0;0.6;0.21;1.1;0.4;0.5;0.5;-1.9000000000000001;-0.01999999999999999;38
Isaac Palazón Camacho;Rayo Vallecano;ESP;FW,MF;27;37;2965;9;8;5;7.7;5.2;0.27;0.24;0.15;0.23;0.16;La Liga;91;2.76;0.67;71.1;87.4;76.1;42.0;-0.2;0.81;1.14;0.46;1.68;0.81;49.46;1.35;44.6;3.89;0.30;26.5;1.32;40.2;0;0;0;0;0;0;0.0;0;0.0;0.0;2.75;1.2999999999999998;26.46;37.19;13.3;9.19;3.0;450.59;129.22;0.16;1.78;2.27;1.27;0.3;3.43;1.09;5.68;1.0;2.81;0.81;-32.5;-0.8600000000000001;38
José Pozo;Rayo Vallecano;ESP;MF,FW;26;8;88;0;0;0;0.0;0.1;0.0;0.0;0.0;0.04;0.1;La Liga;1;1.02;0.00;75.6;83.3;61.5;75.0;-0.1;0.25;0.0;0.12;0.38;0.12;8.25;0.25;33.3;7.16;1.02;40.0;1.13;3.1;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;4.25;5.62;2.5;1.0;0.38;60.12;16.0;0.03;0.25;0.62;0.25;0.0;0.75;0.39;0.62;0.25;0.5;0.25;-3.1;-0.35000000000000003;38
Salvi;Rayo Vallecano;ESP;FW,MF;31;24;490;0;0;0;0.8;0.7;0.0;0.0;0.0;0.14;0.12;La Liga;9;1.65;0.55;57.2;80.2;50.0;30.8;-0.7;0.33;0.0;0.08;0.62;0.08;10.58;0.12;33.3;3.49;0.18;26.7;1.46;10.6;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.8;4.96;8.67;3.54;0.96;0.33;69.88;22.46;0.03;0.29;0.29;0.33;0.21;0.54;0.44;1.25;0.33;0.42;0.17;-9.799999999999999;-0.3;38
Esteban Saveljich;Rayo Vallecano;MNE;FW;31;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.00;0.00;0;1.50;0.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;-0.2;-0.2;38
Mario Suárez;Rayo Vallecano;ESP;MF,DF;35;2;12;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;66.7;100.0;50.0;0;0.0;0.0;0.5;0.0;0.0;0.0;2.0;0.0;0;0.00;0.00;0.0;1.00;0.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;1.0;1.5;0.5;0.5;0.0;14.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.35;0.0;0.0;0.0;0.0;-0.7;-0.35;38
Raúl de Tomás;Rayo Vallecano;ESP;FW;27;19;805;4;3;0;5.1;0.5;0.45;0.34;0.0;0.57;0.06;La Liga;41;4.58;1.57;73.5;85.3;80.4;50.0;-0.5;0.11;0.21;0.0;0.16;0.32;14.47;0.89;58.6;2.24;0.00;37.5;0.89;10.5;0;0;0;0;0;0;0.0;0;0.0;0.0;4.67;-1.0999999999999996;6.0;8.16;3.05;1.95;0.63;98.63;15.95;0.05;0.47;0.42;0.37;0.0;0.95;0.55;1.11;1.11;1.21;0.63;-5.4;0.019999999999999907;38
Óscar Trejo;Rayo Vallecano;ARG;MF,FW;34;34;2145;3;2;4;3.4;3.3;0.13;0.08;0.17;0.14;0.14;La Liga;23;0.97;0.25;80.7;89.1;82.3;52.2;0.7;0.94;0.91;0.24;1.65;0.24;39.35;1.68;48.3;4.32;0.42;23.4;1.24;31.7;0;0;0;0;0;0;0.0;0;0.0;0.0;3.0;-0.3999999999999999;23.85;29.56;14.62;6.85;1.06;327.03;89.56;0.09;1.26;3.15;0.68;0.06;3.62;0.93;4.09;2.26;1.91;0.32;-28.3;-0.79;38
Óscar Valentín;Rayo Vallecano;ESP;MF;27;34;2555;0;0;0;0.5;0.9;0.0;0.0;0.0;0.02;0.03;La Liga;13;0.46;0.04;81.6;88.8;85.7;61.0;-0.9;1.5;1.76;1.29;4.0;0.88;44.15;0.21;35.0;1.69;0.07;37.5;1.32;33.5;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.5;28.15;34.5;13.79;11.09;2.85;486.24;158.26;0.04;0.56;4.06;0.15;0.03;3.91;0.99;6.0;2.21;1.47;0.79;-33.0;-0.97;38
Keidi Bare;Espanyol;ALB;MF;24;18;503;0;0;1;0.6;0.2;0.0;0.0;0.18;0.1;0.04;La Liga;5;0.89;0.54;82.8;86.9;89.4;64.5;0.8;0.44;0.44;0.61;1.44;0.44;18.67;0.11;33.3;1.96;0.36;35.7;0.89;10.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.6;12.28;14.83;5.89;5.17;1.11;209.83;57.78;0.01;0.17;1.39;0.06;0.0;1.56;0.58;1.39;0.61;0.72;0.28;-9.8;-0.48;38
Wassim Boullif;Espanyol;ESP;DF;17;7;148;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;La Liga;0;0.00;0.00;95.1;96.9;100.0;85.7;0.0;0.14;0.71;0.0;0.43;0.43;11.29;0.0;0;0.60;0.60;33.3;1.43;4.4;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;8.29;8.71;4.43;3.0;0.86;142.57;54.86;0.0;0.0;1.57;0.0;0.0;1.57;0.63;0.86;0.29;0.0;0.29;-4.4;-0.63;38
Martin Braithwaite;Espanyol;DEN;FW,MF;31;31;2456;10;10;2;9.2;1.4;0.37;0.37;0.07;0.34;0.05;La Liga;58;2.13;0.92;65.9;75.6;66.1;63.3;0.6;0.06;0.32;0.16;0.55;0.35;22.45;0.55;32.1;1.76;0.26;44.9;0.94;40.5;0;0;0;0;0;0;0.0;0;0.0;0.0;2.5;0.8000000000000007;9.48;14.39;5.9;2.39;0.61;134.61;31.81;0.04;0.39;0.84;0.42;0.06;1.74;1.31;1.87;0.65;1.35;1.55;-31.3;-0.97;38
Leandro Cabrera;Espanyol;URU;DF;31;32;2669;0;0;1;2.3;1.5;0.0;0.0;0.03;0.08;0.05;La Liga;23;0.78;0.20;71.4;83.4;81.8;43.6;-0.5;0.75;1.16;1.34;2.78;3.56;51.31;0.19;66.7;1.18;0.10;62.6;1.03;45.0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-2.3;29.97;41.97;9.59;15.69;4.28;614.78;288.19;0.04;0.44;2.72;0.38;0.12;2.97;1.41;4.31;0.91;0.62;1.94;-42.7;-1.3299999999999998;38
Fernando Calero;Espanyol;ESP;DF,MF;26;27;1611;0;0;1;0.7;0.6;0.0;0.0;0.06;0.04;0.03;La Liga;7;0.39;0.11;80.7;89.1;86.3;56.1;0.4;1.07;1.15;0.48;2.19;1.93;34.96;0.04;33.3;1.23;0.22;54.7;1.07;25.7;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.7;22.85;28.33;9.07;10.7;2.89;433.7;168.41;0.01;0.15;2.15;0.11;0.0;2.37;0.95;3.19;0.81;0.33;1.3;-25.0;-0.9099999999999999;38
José Carlos Lazo;Espanyol;ESP;MF,FW;26;10;159;1;1;1;0.2;0.2;0.57;0.57;0.57;0.13;0.13;La Liga;4;2.26;0.57;71.4;78.6;90.9;40.0;0.8;0.3;0.2;0.3;0.8;0.5;7.0;0.1;20.0;1.70;0.57;0.0;0.90;2.0;0;0;0;0;0;0;0.0;0;0.0;0.0;1.0;0.8;2.5;3.5;1.1;1.0;0.2;33.5;5.5;0.01;0.2;0.0;0.3;0.1;0.4;0.2;0.9;0.2;0.5;0.0;-1.8;-0.07;38
Sergi Darder;Espanyol;ESP;MF;28;38;3320;6;6;3;3.5;7.5;0.16;0.16;0.08;0.09;0.2;La Liga;39;1.06;0.35;72.5;86.7;82.2;45.0;-4.5;1.0;0.89;0.63;2.45;0.61;52.11;1.79;50.4;4.07;0.30;48.0;0.97;56.6;0;0;0;0;0;0;0.0;0;0.0;0.0;2.17;2.5;31.08;42.84;12.84;13.39;4.29;590.68;224.66;0.17;1.92;4.16;1.37;0.42;6.13;1.49;5.39;0.82;2.05;0.32;-53.1;-1.4;38
Adri Embarba;Espanyol;ESP;FW;30;1;35;0;0;0;0.1;0.0;0.0;0.0;0.0;0.2;0.0;La Liga;2;5.14;0.00;66.7;66.7;50.0;100.0;0.0;0.0;1.0;0.0;1.0;0.0;15.0;3.0;60.0;5.14;0.00;0.0;1.00;0.2;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;-0.1;4.0;6.0;2.0;1.0;1.0;80.0;37.0;0.1;0.0;0.0;0.0;0.0;0.0;0.2;2.0;1.0;1.0;0.0;-0.1;0.0;38
Edu Expósito;Espanyol;ESP;MF;25;28;1160;2;2;2;0.9;2.4;0.16;0.16;0.16;0.07;0.18;La Liga;19;1.47;0.54;73.4;83.8;81.6;41.9;-0.4;0.71;0.25;0.43;1.64;0.71;24.61;0.39;47.8;3.49;0.70;53.8;0.89;19.3;0;0;0;0;0;0;0.0;0;0.0;0.0;3.5;1.1;13.89;18.93;5.93;6.0;1.29;239.0;72.32;0.08;0.79;1.61;0.71;0.14;2.57;0.69;2.46;0.5;1.04;0.5;-18.400000000000002;-0.6199999999999999;38
Álvaro Fernández;Espanyol;ESP;GK;24;11;990;0;0;0;0.0;0.2;0.0;0.0;0.0;0.0;0.01;La Liga;0;0.00;0.00;64.5;100.0;97.6;51.2;-0.2;0.0;0.0;0.0;0.0;0.64;34.73;0.0;0;0.09;0.00;66.7;1.33;15.3;1;15.2;0.31;-1.8;18;1.64;64.0;18.2;4.55;2.78;0.0;0.0;21.0;32.55;1.73;7.55;11.73;818.0;682.82;0.01;0.09;1.45;0.0;0.0;0.0;1.39;1.36;0.0;0.18;0.18;-15.3;-1.39;38
